name,company,address,lat,lng,category,phone,fax,url
特定非営利活動法人ケアホームいっぷく しらやま山荘,特定非営利活動法人ケアホームいっぷく,越前市黒川町第１１４号６１番地の１,35.88168,136.0693,有料,0778-28-1101,0778-28-1102,http://www.carehomeippuku.jp
介護付有料老人ホームあいしくら,医療法人池慶会,福井県越前市今宿町第３号１２番地の１,35.86584,136.1698,有料,0778-29-0677,0778-29-0688,https://ikebata.jp/resident-services/
吾亦紅,医療法人社団茜会,坂井市丸岡町羽崎31-5,36.11477,136.2634,有料,0776-67-6656,0776-67-6652,http://akanekai.net
東尋坊ロイヤルハイツ,社会福祉法人双和会,福井県坂井市三国町陣ヶ岡35-1-8,36.2349,136.1355,有料,0776-82-5003,0776-82-2800,http://fj-g.jp
株式会社 等愛会,株式会社等愛会,福井県三方上中郡若狭町上吉田1-25-1,35.46236,135.8695,有料,7.71E+08,7.71E+08,http://www.s-a-care.co.jp
介護付有料老人ホームおおさとの憩,株式会社フロンティアの介護,山梨県甲府市大里町3375－10,35.61469,138.5681,有料,055-242-2073,055-242-2073,http://www.frontiernokaigo.jp
なかこの家,有限会社スミヨシ,山梨県甲府市中小河原町９２番地２,35.63216,138.5759,有料,055-244-0711,055-244-0712,http://care-net.biz/19/nakakonoie/
介護付有料老人ホーム 恵信ヴィレッタ甲府,社会福祉法人恵信福祉会,山梨県甲府市下飯田2丁目2-30,35.66428,138.549,有料,055-220-1755,055-220-1756,http://www.villetta-kofu-jimu2@road.ocn.ne.jp
スローライフ山梨,株式会社スローライフ,上石森187－1,35.6846,138.697,有料,0553-23-4600,0553-23-4601,slowlife-yamanashi@lily.ocn.ne.jp
ピースライフ山梨,株式会社将英,山梨県山梨市上石森１９４,35.6844,138.6975,有料,0553-21-7233,0553-21-7234,http://www.amille.jp
有料老人ホーム サンライフ寿,株式会社 サンライフ寿,山梨県笛吹市石和町四日市場2031－24,35.64625,138.6259,有料,055-263-4111,055-263-4112,http://www.krg.ne.jp/sunlife/
介護付有料老人ホーム夢眠いさわ,株式会社夢眠ホーム,山梨県笛吹市石和町松本416番1,35.6566,138.6321,有料,055-287-6385,055-287-6386,http://muminhome.jp/isawa
尚和寮,社会福祉法人長野市社会事業協会,長野県長野市松代町東条９４－１,36.56599,138.2126,有料,０２６－２７８－２６００,０２６－２１５－６０３３,http://nagano-shajikyo.or.jp/nsjk/syouwa/index
特定施設入居者生活介護事業所 松寿荘,長野広域連合,長野県長野市上野2-120-4長野広域連合松寿荘,36.68638,138.235,有料,026-296-1833,026-296-8403,http://www.area-nagano.jp
介護付き有料老人ホームぬくもりの里篠ノ井,社会福祉法人芹田福祉サービス,長野県長野市篠ノ井布施高田747介護付き有料老人ホーム ぬくもりの里篠ノ井,36.57877,138.1459,有料,026-274-5357,026-261-1020,https://www.serita-fukushi.or.jp
介護付有料老人ホーム あいらの杜篠ノ井駅前,株式会社はれコーポレーション,長野県長野市篠ノ井布施高田798-3,36.57668,138.1421,有料,026-290-5480,026-290-5481,
介護付有料老人ホーム光和,社会福祉法人光和福祉会,長野市三輪1317‐10,36.65534,138.1925,有料,026-219-1301,026-219-1302,http://tokuyou.kowa-fukushi.or.jp/
コンフォートごんどう,医療法人啓成会,長野県長野市大字鶴賀1484-5,36.65327,138.1932,有料,026-219-3344,026-219-3356,https://www.keiseikai-group.org/
介護付有料老人ホームあたご,アタゴ学園株式会社,長野県長野市三輪10-4-18,36.6709,138.2044,有料,026-241-4371,026-244-4862,https://www.atagogakuen.jp/
介護付き有料老人ホームぬくもりの里栗田,社会福祉法人芹田福祉サービス,長野県長野市大字栗田72-19,36.63493,138.1967,有料,026-219-6015,026-223-2212,https://www.serita-fukushi.or.jp/kurita.html
介護付き有料老人ホームアムール尾張部,社会福祉法人アムール,長野県長野市大字北尾張部７０７番地3,36.65385,138.2342,有料,026-219-6282,026-263-8875,http://hi-danke.com/
介護付有料老人ホーム セラピア栗田,社会福祉法人長野南福祉会,長野県長野市栗田314-11介護付有料老人ホーム セラピア栗田,36.63743,138.1905,有料,026-217-7111,026-217-7151,https://minamifukushi.or.jp/
ソラーナ上町,合同会社陽だまり,長野県長野市吉田1-14-33,36.66774,138.214,有料,026-217-2193,026-217-2194,
介護付有料老人ホームぬくもりの里今井,社会福祉法人芹田福祉サービス,長野県長野市川中島町原131番地1,36.58864,138.1475,有料,2.62E+08,2.33E+08,https://www.serita-fukushi.or.jp/
ヒューマンヘリテージ稲里,有限会社ヒューマンヘリテージ,長野県長野市稲里町中氷鉋1080番地,36.60984,138.1733,有料,026-254-7266,026-254-7268,http://www.humanheritage.net/
ヒューマンヘリテージ川中島,有限会社ヒューマンヘリテージ,長野県長野市神明181,36.58671,138.1818,有料,026-217-1220,026-217-1221,http://www.humanheritage.net/
ケアビレッジ銀乃扇,株式会社銀乃扇,長野県長野市大字西尾張部1089番地8ケアビレッジ銀乃扇,36.64946,138.229,有料,026-225-9811,026-225-9815,https://www.ginno-ougi.jp
ニチイケアセンター長野南,株式会社ニチイ学館,長野県長野市篠ノ井御幣川305－1,36.576,138.1386,有料,026－293－6871,026－293－6872,http://www.nichiigakkan.co.jp/
ケアライフ柳原第2,エフビー介護サービス株式会社,長野県長野市柳原2223-1,36.66498,138.2596,有料,026-255-7716,026-255-7701,http://www.fb-kaigo.co.jp/
介護付有料老人ホームシニアパレスレインボー,社会福祉法人ハーモニー福祉会,長野県長野市大字吉1823-2,36.69888,138.2401,有料,026-295-1844,026-295-1871,http://w2.avis.ne.jp/~harmony/
特定施設里山辺の杜,社会福祉法人大志会,長野県松本市里山辺76-1,36.24674,137.9981,有料,0263-33-2763,0263-33-2761,http:/www.taishikai.or.jp
オーチャード開智,オーチャード・ケア株式会社,長野県松本市開智二丁目3-50,36.24182,137.9704,有料,0263-33-8221,0263-33-8225,https://kaichi.orchard-care.co.jp/
やすら木の家 しろのにし,株式会社フジミヤ,長野県松本市城西1-4-5,36.23894,137.9638,有料,0263-36-6877,0263-36-6870,http://fuji-miya.co.jp/
有料老人ホームサングリーン藤ケ原,特定非営利活動法人産巣日会,長野県松本市大字里山辺1832番地2,36.24038,138.0027,有料,0263-39-7311,0263-39-7522,http://www.sun-green-fujigahara.com
ラ・ナシカ まつもと弐番館,株式会社シダー,長野県松本市並柳一丁目17番12号,36.21121,137.9756,有料,0263-24-0325,0263-28-1234,http://www.cedar-web.com
セントラル・ビオス,株式会社ウェルライフ信州,長野県松本市大手２丁目９－２３,36.23662,137.9664,有料,0263-39-5888,0263-39-5883,http://www.central-bios.jp
介護付有料老人ホーム エールコート咲楽,株式会社第一システム,長野県松本市大字今井 ６９８８－１,36.17723,137.9261,有料,0263-85-3330,0263-85-3060,http://www.yc-sakura.com
ウィズ村井,株式会社ソーシャル・ネットワーク,長野県松本市村井町北1-9-78,36.18409,137.9621,有料,0263-88-9235,0263-85-3225,https://socialnetwork.co.jp/nursinghomes/withmurai
赤いりんご,医療法人梓誠会梓川診療所,長野県松本市梓川梓1645-1,36.22259,137.8669,有料,0263-88-5551,0263-88-5552,http://www.azusa-clinic.jp/
健康寿命延伸ホームたのしや上土,サングリーン株式会社,長野県松本市大手４丁目３番１４号,36.23509,137.9721,有料,0263-88-8778,0263-88-8838,http://tanoshiya.co.jp/
介護付き有料老人ホームむつみの郷岡田,株式会社ほっと・はあと,長野県松本市岡田松岡310－2むつみの郷岡田,36.26129,137.9723,有料,0263－46－8002,0263－87－1613,http://hot-h.net/okada.html
ライズ上田中央,株式会社ライズコーポレーション,長野県上田市中央東1番17号,36.40205,138.2633,有料,0268-75-7207,0268-71-3533,http://rise-ms.co.jp
ケアライフ古里,エフビ－介護サ－ビス株式会社,長野県上田市古里９１４-６ケアライフ古里,36.39225,138.2833,有料,0268-71-6791,0268-29-0722,htto://www.fb-kaigo.co.jp
ウェルシニアホーム,株式会社アーチ・メディカルサポート,長野県上田市古里92－3,36.3994,138.2844,有料,0268-71-5980,0268-71-5232,https://www.wellseniorhome.com/
ラ・ナシカうえだ,株式会社 シダー,長野県上田市神畑２１７番地７,36.39014,138.2118,有料,０２６８－２９－６１０２,０２６８－２３－６１２２,https://www.cedar-group.co.jp
うえだみなみ敬老園,社会福祉法人敬老園,長野県上田市常田１丁目４-１２,36.39257,138.2525,有料,0268-29-3731,0268-26-2522,http://www.keiroen.or.jp
慎,株式会社一新,長野県上田市神畑２６０－１,36.38865,138.2122,有料,0268-75-0533,0268-75-0534,https://www.tutushimi.com/
介護付き有料老人ホーム パストラルうえだはら,社会福祉法人敬老園,長野県上田市上田原1053-1,36.38795,138.2286,有料,0268-22-0883,0268-22-0905,http://www.keiroen.or.jp
ハッピーシニアリビング上田,株式会社アーチ・メディカルサポート,長野県材木町２－１４－６３,36.39369,138.2699,有料,0268-75-5981,0268-27-5305,http://archms.com
介護付き有料老人ホーム まるこ敬老園,社会福祉法人敬老園,長野県上田市中丸子1623番地11,36.33618,138.2697,有料,0268-41-1175,0268-41-1176,http://www.keiroen.or.jp/senior/html/maruko.html
特定施設入居者生活介護アルカディア,医療法人 光仁会,長野県上田市保野710番地,36.37484,138.1919,有料,0268-39-1187,0268-38-2812,http://ww.koujin-kai.or.jp
社会福祉法人 共立福祉会 ケアハウス高尾,社会福祉法人 共立福祉会,川岸上４－３－７ケアハウス高尾,36.05405,138.0236,有料,０２６６－２２－２７７２,０２６６－２２－３７２０,http://www.lcv/ne/jp/~ghtakao/
さわやか絹の郷信州おかや,ＴＰＲトータルサービス株式会社,長野県岡谷市郷田2丁目1番24号,36.07315,138.0491,有料,0266-24-8822,0266-24-8824,http://www.kinu-sato.jp/
イリーゼ岡谷,HITOWAケアサービス株式会社,長野県岡谷市山下町1-1-37,36.06507,138.0435,有料,0266-24ｰ1238,0266-24ｰ2677,http//www.irs.jp
ツクイ・サンシャイン岡谷,株式会社ツクイ,長野県岡谷市本町2-4-10,36.06067,138.0453,有料,0266-21-7270,0266-21-7271,http://www.tsukui-sunshine.net/home/care/
特定施設入居者生活介護信濃寮,社会福祉法人萱垣会,長野県飯田市鼎一色５５１番地,35.50217,137.8192,有料,0265-22-1338,0265-22-9628,http://kayagakikai.or.jp/
あんきの森,株式会社ハートケア飯田,長野県飯田市毛賀1139-1,35.49132,137.8341,有料,0265-53-3010,0265-53-5020,http://www.heartcareiida.com
ウィズ諏訪,株式会社ソーシャル・ネットワーク,長野県諏訪市中洲5853-3,36.02744,138.1121,有料,0266-54-3636,0266-54-3639,http://www.with-net-5.co.jp
イリーゼ高島城,HITOWAケアサービス株式会社,長野県諏訪市高島2-1284-1,36.03959,138.1101,有料,0266-56-1885,0266-56-1884,http://www.irs.jp
介護付有料老人ホーム すばらしき仲間たち,社会福祉法人聖母の会,長野県諏訪市大字湖南４８９４番地１介護付有料老人ホームすばらしき仲間たち,36.00595,138.0996,有料,0266-78-5271,0266-78-5273,https://www.seibonokai.com
介護付有料老人ホーム イリーゼ・セントベル諏訪湖,HITOWAケアサービス株式会社,長野県諏訪市大和1-5-5,35.46916,139.4635,有料,0266-52-8123,0266-52-8283,https://www.irs.jp/facility/suwako/
介護付有料老人ホーム 愛光苑すざか,株式会社みらいさい福祉会,長野県須坂市上町18-1,36.65288,138.3155,有料,026-213-6886,026-213-6887,http://www.miraisai.co.jp
特定有料老人ホームそよ風,社会福祉法人睦会,長野県須坂市大字日滝字寺窪2878-1,36.67028,138.3288,有料,026-245-0171,026-245-0161,https://suzaka-yasuraginosono.com/index
ことぶきの家御影,株式会社コトブキ,長野県小諸市御影新田字池の上2257-1,36.30098,138.4701,有料,0267-26-0345,0267-26-0346,http://www.kotobuki-group.jp
ケアホームわだ,株式会社シルバーケアのぞみ,長野県小諸市和田215-2,36.28983,138.4608,有料,0267-25-0757,0267-25-0757,https://www.nozomi-g.co.jp
あすか小諸,TBCシルバーサービス株式会社,長野県小諸市相生町１－３－３,36.32701,138.4228,有料,0267-22-6370,0267-26-2026,http://www.tbcss.co.jp/asuka_komoro/
介護付き有料老人ホーム愛光苑いな,株式会社みらい介護,長野県伊那市東春近10284-1,35.8186,137.9689,有料,0265-71-8566,0265-71-8588,https://miraikaigo.co.jp/
ラ・ナシカ ちの,株式会社シダー,長野県茅野市塚原２-７-２９,35.99515,138.1571,有料,0266-82-6002,0266-82-6003,http://www.cedar-group.co.jp
ウィズ茅野,株式会社ソーシャル・ネットワーク,長野県茅野市宮川11005,35.98648,138.1693,有料,0266-75-1077,0266-75-1078,http://www.with-net--5.co.jp
桜ガーデン茅野,株式会社エコタウン信州,長野県茅野市宮川１１４００番地１２桜ガーデン茅野,35.98993,138.1614,有料,0266-75-5188,0266-75-5187,http://www.ecotown-shinshu.co.jp
ケアホーム豊平,株式会社リゾートケアハウス蓼科,長野県茅野市豊平字前田２５５２,36.00435,138.1765,有料,0266-82-5703,0266-82-5663,http://www.carehome.co.jp/
ウィズ塩尻,株式会社ソーシャル・ネットワーク,長野県塩尻市広丘高出2007-5,36.1341,137.9599,有料,0263-31-3770,0263-31-3771,https://socialnetwork.co.jp
有料老人ホームせせらぎ,社会福祉法人平成会,長野県塩尻市宗賀１２９８－９２,36.11227,137.9316,有料,0263-51-6222,0263-54-5277,http://www.heisei-kai.jp/
むつみの郷 塩尻,株式会社テトラ,長野県塩尻市大門一番町９－１５,36.11166,137.9548,有料,0263-31-5013,0263-31-5117,https://hot-h.net/facility/mutsumi-shiojiri/
介護型有料老人ホームみずほの里,社会福祉法人協立福祉会,長野県塩尻市桟敷４１７－２,36.1142,137.9679,有料,2.64E+08,2.64E+08,http://www18.ocn.ne.jp/~azumino1/kyouritsufukushikai/
介護付有料老人ホームあい愛塩尻,株式会社あい愛,長野県塩尻市大字洗馬字芦ノ田２５１５－１,36.11359,137.911,有料,０２６３－５１－１１１２,０２６３－５１－１１１３,https://www.aiaicare.jp/
介護付き有料老人ホームケアライフ聖,エフビー介護サービス株式会社,長野県佐久市長土呂174-1,36.2878,138.4759,有料,0267-66-7866,0267-88-5188,http://fb-kaigo.co.jp
ウェルハウスのぞみサンピア,株式会社エスポワール,長野県佐久市根岸3203-2ウェルハウスのぞみサンピア,36.24042,138.4164,有料,0267-88-7450,0267-88-7451,https://nozomi-g.co.jp/
介護付き有料老人ホームケアライフ礎,エフビー介護サービス株式会社,長野県佐久市長土呂908-1,36.29078,138.47,有料,0267-66-7800,0267-66-7805,http://fb-kaigo.co.jp/
あっとほーむ上山田,医療法人長野寿光会,長野県千曲市上山田温泉3-34-3,36.47639,138.1458,有料,026-275-1265,026-275-1603,http://naganojukoukai.com
ヒルデモア信州白雲館,東京海上日動ベターライフサービス株式会社,長野県千曲市戸倉１７９３－１,36.49026,138.1516,有料,026-261-5500,026-261-5526,https://www.tnbls.co.jp/hyldemoer/home/shinshu/
ウィズ安曇野,株式会社 ソーシャル・ネットワーク,長野県安曇野市穂高柏原4565-1サービス付き高齢者向け住宅 ウィズ安曇野,36.31058,137.874,有料,0263-87-7591,0263-87-7592,https://socialnetwork.co.jp/
ウィズ豊科,株式会社ソーシャル・ネットワーク,長野県安曇野市豊科５２８８－３,36.30804,137.8978,有料,0263-71-2207,0263-73-0054,https://socialnetwork.co.jp
フローレンスとよしな,有限会社フィオーレ福祉会,長野県安曇野市豊科南穂高2758,36.32477,137.9088,有料,0263-87-7030,050-3537-8665,
介護付き有料老人ホーム むつみの郷ほたか,株式会社ほっと・はあと,長野県安曇野市穂高北穂高２６６７―２,36.36723,137.8763,有料,0263-82-1696,0263-82-1331,http://hot-h.net/
介護付有料老人ホーム カーサ・デ・ソル諏訪湖,株式会社 ライフサービスオグチ,長野県諏訪郡下諏訪町東赤砂10802,36.06198,138.0795,有料,0266-27-0317,0266-27-0318,https://casadelsol.jp/
ケアセンターふれあいの里,株式会社ふれあいの里,長野県上伊那郡箕輪町大字中箕輪14432-1,35.93995,137.9826,有料,0265-71-1121,0265-71-1171,http://carecenter-hureainosato.com/etc/service-long.html
介護付き有料老人ホーム りんごの樹,株式会社アルプス介護センター,長野県上伊那郡箕輪町中箕輪１４５０番地３,35.94301,137.9745,有料,0265-96-0088,0265-96-0218,https://alps-care.co.jp
複合福祉施設有料老人ホームプラムの里,社会福祉法人しなのさわやか福祉会,長野県上伊那郡宮田村4804-1,35.75102,137.9428,有料,0265-84-1311,0265-84-1312,http://s-sawayaka.or.jp/
介護付有料老人ホーム アムールまつかわ,医療法人コスモス会,長野県下伊那郡松川町元大島3255-5,35.60146,137.9083,有料,0265-48-6602,0265-48-6614,https://www.amour.or.jp/
介護付有料老人ホーム ほんじょうの憩,株式会社フロンティアの介護,岐阜県岐阜市本荘1941番24,35.41711,136.7323,有料,058-255-3861,058-251-3281,https://www.frontier-gp.jp/nursing-home-search/detail/honjou
ベルデ岐阜長良,株式会社ケアベルデ,岐阜県岐阜市松風町二丁目１６番,35.4448,136.7677,有料,058-210-1755,058-210-1740,http://www.careverde.com/
ニチイケアセンター茜部 ニチイのきらめき,株式会社ニチイ学館,岐阜県岐阜市茜部野瀬1-41-2,35.37986,136.7449,有料,058-278-3920,058-278-3924,http://www.nichiigakkan.co.jp/
介護付有料老人ホーム ジョイフル岐阜駅,社会福祉法人サン・ビジョン,岐阜県岐阜市高砂町一丁目17番地岐阜イーストライジング24,35.4101,136.7594,有料,058-264-2811,058-264-2812,http://www.sun-vision.or.jp
介護付有料老人ホーム ジョイフル岐阜駅Ⅱ,社会福祉法人サン・ビジョン,岐阜県岐阜市高砂町一丁目17番地岐阜イーストライジング24,35.4101,136.7594,有料,058-264-2811,058-264-2812,http://www.sun-vision.or.jp
介護付有料老人ホーム ジョイフル岐阜駅Ⅲ,社会福祉法人サン・ビジョン,岐阜県岐阜市高砂町1丁目17番地岐阜イーストライジング24,35.4101,136.7594,有料,058-264-2811,058-264-2812,http://www.sun-vision.or.jp
介護付 有料老人ホーム 憩いの里・大垣,株式会社川徳,岐阜県大垣市林町7丁目982番地1,35.37581,136.6248,有料,0584-74-1330,0584-82-1833,https://ikoinosato-ogaki.com
ロイヤルステージ大垣,野原電研株式会社,岐阜県大垣市外渕２丁目８２番地,35.32901,136.6115,有料,０５８４－８８－００８１,０５８４－８８－００８７,http://royal-ogaki.n-denken.co.jp/
ベストライフ岐阜,株式会社ベストライフ中部,岐阜県大垣市宝和町20,35.36876,136.5984,有料,0584-83-8366,0584-83-8367,
シニアホーム高山,天理教若高分教会,岐阜県高山市山田町781-58,36.14147,137.2273,有料,0577-33-4565,0577-32-8265,http://www.sh-takayama.com
介護付有料老人ホーム旭ヶ丘生楽館,ＡｚＢｅｉｎｇ株式会社,岐阜県多治見市旭ヶ丘7-18-3,35.3666,137.0996,有料,0572-29-5581,0572-29-5588,https://chishinkai.or.jp/archives/post_home/280
介護付有料老人ホーム 慶城,株式会社アジア,岐阜県多治見市旭ヶ丘1丁目８６番地７,35.36617,137.0964,有料,0572-27-7486,0572-27-7486,https://dreamfield.info
介護付有料老人ホーム多治見生楽館,ＡｚＢｅｉｎｇ株式会社,岐阜県多治見市滝呂町1-79-1,35.31371,137.1352,有料,0572-28-3355,0572-28-3351,www.chishinkai.or.jp
特定施設入居者生活介護 あすか,一般社団法人明日の福祉を考える人たち,岐阜県関市小瀬1109-1,35.49107,136.883,有料,0575-46-7500,0575-46-7501,http://askaseki.net/seki.html
小瀬の杜あかね,あかねケアホールディングス株式会社,岐阜県関市小瀬1505-1,35.48921,136.8898,有料,0575-24-8866,0575-24-8896,http://akane-care.jp/
サン太陽ホーム中津川,株式会社サン太陽,岐阜県中津川市中津川１２３４-２６,35.50012,137.5135,有料,０５７３－６７－８２６６,０５７３－６７－８２６７,http://santaiyou.com
ベストライフ中津川,株式会社ベストライフ中部,岐阜県中津川市北野町4番20号ベストライフ中津川,35.50555,137.5,有料,0573-65-7053,0573-65-7054,
サロン・ド・フレール羽島,株式会社エステートホーム,岐阜県羽島市竹鼻町丸の内９丁目５３番地,35.32743,136.695,有料,058-394-3110,058-394-3118,http://estate15.com
有料老人ホーム更紗,一般財団法人 録三会,岐阜県美濃加茂市中部台6丁目1番地8有料老人ホーム 更紗,35.46255,137.0175,有料,0574-23-1011,0574-23-1012,https://www.ohta-hospital.jp
介護付有料老人ホームかがみはらの憩,株式会社フロンティアの介護,岐阜県各務原市大野町２－２２５－１かがみはらの憩,35.3878,136.8189,有料,058-380-2028,058-380-2035,https://www.frontier-gp.jp/nursing-home-search/detail/kagamihara
介護付き有料老人ホーム いずみ野,合同会社弘徳,岐阜県各務原市川島緑町一丁目138番1,35.36532,136.8184,有料,0586-89-3066,0586-89-5066,http://www.izumi-no.com
はぴね可児,グリーンライフ株式会社,岐阜県可児市川合北三丁目１３０,35.44084,137.0484,有料,0574-60-5160,0574-60-5161,http://www.greenlife-inc.co.jp
コスモス苑「仲良し」,医療法人社団福寿会,岐阜県郡上市白鳥町白鳥412番地１,35.88738,136.859,有料,0575-83-0178,0575-83-0187,https://fukuju-kai.com
サーラ郡上,有限会社エリーサービス,岐阜県郡上市八幡町相生2304-1サーラ郡上,35.73403,136.9503,有料,0575-67-0617,0575-65-2324,http://sara-gujyo.com
有料老人ホームさんさんハート岐南,株式会社セフテム,岐阜県羽島郡岐南町上印食８丁目９２番地有料老人ホームさんさんハート岐南,35.3895,136.7884,有料,058-259-3931,058-259-3933,http://sunsunheart.jp/
介護付有料老人ホーム ビ・アバンス門間,医療法人社団 桃仁会,岐阜県羽島郡笠松町門間５８２,35.35793,136.7325,有料,０５８－３８８－７３３７,０５８－３８８－１６６３,http://www.toujinkai.sakuraweb.com
介護付有料老人ホ－ム坂祝生楽館,ＡｚＢｅｉｎｇ株式会社,岐阜県加茂郡坂祝町黒岩386番1坂祝生楽館,35.44073,136.9733,有料,0574-25-1115,0574-25-1116,http://www.kirakukan.co.jp
そんぽの家 東静岡,SOMPOケア株式会社,静岡市葵区長沼984-34そんぽの家 東静岡,34.99068,138.4208,有料,054-262-3200,054-262-3210,https://www.sompocare.com/
さわやか あおい館,株式会社さわやか倶楽部,静岡県静岡市葵区唐瀬2丁目2番3号,35.01051,138.3891,有料,054-200-0370,054-200-0371,http://www.sawayakaclub.jp
グランフォレストしずおか葵の森,スミリンフィルケア株式会社,静岡県静岡市葵区柳町185-2,34.98009,138.3628,有料,054-205-3720,054-205-3721,http://www.fillcare.co.jp//facilities/aoinomori/
はなまるハウス若松町,株式会社 愛誠会,静岡市葵区若松町６７,34.97849,138.3671,有料,054-205-8388,054-205-8351,http://www.aiseifukushi.jp/
ロングライフ・クイーンズ静岡呉服町,日本ロングライフ㈱,静岡県静岡市葵区呉服町1-30,34.97523,138.3815,有料,054-204-3131,054-204-3132,http://www.j-longlife.co.jp/gohukucho/
ベストライフ静岡葵,株式会社ベストライフ中部,静岡県静岡市葵区平和1-2-53,34.98703,138.3653,有料,054-275-1361,054-275-1362,
アクタガワ ハートライフ千代田,株式会社アクタガワ,静岡市葵区千代田6丁目14番7号,34.99834,138.4073,有料,054-207-8288,054-207-8388,https://www.akutagawa-heartlife.jp/detail/premiumheartlifechiyoda/
グライフ北安東,静岡鉄道株式会社,北安東二丁目２８番１０号静岡鉄道(株)北安東高齢者介護複合施設,34.99838,138.3857,有料,054-248-5810,054-248-8673,https://www.shizutetsu.co.jp/care/home/home2.php
ふるーら城北,株式会社アース,静岡県静岡市葵区池ヶ谷東5-10,35.00546,138.3844,有料,054-200-1188,054-200-1190,http//www.earth-group.co.jp
介護付有料老人ホーム ふるーら昭府,株式会社アース,静岡県静岡市葵区昭府1丁目18-6,34.99882,138.3707,有料,054-253-1510,054-253-1590,http://www.earth-group.co.jp
グライフ東鷹匠,静岡鉄道株式会社,静岡市葵区東鷹匠町1番27号,34.9815,138.3904,有料,054-200-2511,054-200-2522,https://www.shizutetsu.co.jp/care/home/glifehigashitakajyou
ベストライフ静岡,株式会社ベストライフ,静岡県静岡市駿河区東新田1-1-33,34.95288,138.3702,有料,054-201-0111,054-201-0112,
介護付き有料老人ホーム ウェル静岡,株式会社ワムタック,静岡県静岡市駿河区中野新田312,34.95132,138.3879,有料,054-285-8337,054-203-2445,http://www.wamtac.jp
アクタガワ ハートライフ小鹿公園前,株式会社アクタガワ,静岡市駿河区小鹿９２７-１,34.97281,138.4259,有料,054-654-5488,054-654-2205,https://www.akutagawa-heartlife.jp/detail/premiumheartlifeoshikakouenmae/
ベストライフ静岡,株式会社ベストライフ中部,静岡県静岡市駿河区東新田1-1-33,34.95316,138.3703,有料,054-201-0111,054-201-0112,
ナーシングホームあしたば,株式会社福与,静岡市駿河区中島1687-39,34.93494,138.4008,有料,054-288-0303,054-288-0324,http://www.nh-ashitaba.co.jp
有料老人ホーム ペリデ長田,株式会社品川屋,静岡市駿河区寺田206-1,34.93969,138.3572,有料,054-201-1165,054-201-1166,http://www.pelide.jp/
有料老人ホーム ペリデ下川原,株式会社品川屋,下川原５丁目33-17,34.93299,138.3801,有料,054-259-1165,054-259-1168,http://www.pelide.jp
ベストライフ三保の松原,株式会社ベストライフ,三保2137-2,35.01053,138.525,有料,054-336-6700,054-336-6701,
ふるーら高部,株式会社アース,静岡県静岡市清水区梅ヶ谷58,35.03582,138.4505,有料,054-346-3816,054-346-3817,http://www.earth-group.co.jp
シンシア清水,株式会社グローバル総合研究所,静岡市清水区駒越西２丁目９－３０,34.97411,138.4939,有料,054-337-0968,054-337-0969,http//sincere-gri.com/
アレンジメントケア桜ヶ丘,株式会社 ケアクオリティ,静岡市清水区桜が丘町5-15,35.01164,138.4763,有料,054-353-7000,054-353-6677,http://www.cq-s.com
ウェルビーイング清水,株式会社ウェルビーイング,南矢部655番地の4,34.99584,138.4747,有料,054-355-3056,054-355-3057,http://w-being.jp
ラ・ナシカ三保の松原,株式会社シダー,三保61-1,34.99939,138.5179,有料,054-337-2605,054-336-7550,http://cedar-web.com/lanassica/
ベストライフ三保の松原,株式会社ベストライフ中部,三保2137-2,35.01052,138.525,有料,054-336-6700,054-336-6701,
介護付有料老人ホームふるーら清水,株式会社アース,静岡県静岡市清水区長崎507,35.01388,138.44,有料,054-348-0294,054-348-0086,http://www.earth-group.co.jp/
ベストライフ浜松東,株式会社ベストライフ,浜松市東区中野町117-2,34.72952,137.7916,有料,053-423-0250,053-423-0251,
ベストライフ浜松,株式会社ベストライフ中部,静岡県浜松市中区和合町243-13,34.73747,137.7129,有料,053-416-3000,053-416-3010,
そんぽの家 浜松,ＳＯＭＰＯケア株式会社,浜松市中央区篠ヶ瀬町４１２そんぽの家浜松,34.73031,137.7748,有料,053-423-1117,053-423-0555,https://www.sompocare.com/service/home/kaigo/H000164/
そんぽの家 浜松高丘,SOMPOケア株式会社,浜松市中央区高丘東5丁目7-24,34.76182,137.7147,有料,053-414-0133,053-414-0134,https://www.sompocare.com/service/home/kaigo/H000185
アマノ・サンハート,株式会社アマノ,浜松市中央区根洗町289-1,34.80099,137.7035,有料,053-436-9770,053-436-9939,http://www.amano-t.com/sunheart/
さわやかはままつ館,株式会社さわやか倶楽部,静岡県浜松市中区葵東2-6-28さわやかはままつ館,34.75814,137.7254,有料,053-430-6701,053-430-6702,hppt://www.sawayakaclub.jp
ベストライフ浜松東,株式会社ベストライフ中部,静岡県浜松市中央区中野町117-2,34.72955,137.7916,有料,053-423-0250,053-423-0251,
介護付き有料老人ホーム夢眠はままつにし,株式会社夢眠ホーム,静岡県浜松市中央区舞阪町浜田631番地の1,34.6812,137.6245,有料,053-597-1100,,
ラクラス広沢レジデンス,遠州鉄道株式会社,静岡県浜松市中央区広沢1-18-5,34.71454,137.7192,有料,053-412-2755,053-475-6652,http://www.entetsu.co.jp/la-class
ラクラス富塚レジデンス,遠州鉄道株式会社,静岡県浜松市中央区富塚町440-6,34.72066,137.7002,有料,053-412-0505,053-474-0303,https://www.entetsu.co.jp/la-class/
